time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
0.26,0.800000000007561,-0.9999999999723699,-1.1061937245114219e-09,-7.681849307644129e-10,7.397342243578291e-09,4.831321348168141e-09,3.608464103654418e-12,3.2858372192927806e-12,2.1662567634122102e-10,9.912414538802352e-11,5.0,-5.0
0.27,0.8000000000079599,-0.9999999999737312,2.767122872388091e-10,3.305777526903702e-10,-1.98499160674635e-09,-2.600316149569626e-09,3.909707349074202e-12,3.6568162785487115e-12,-5.410337262920719e-11,-5.7183997636127123e-11,5.0,-5.0
0.28,0.8000000000090688,-0.9999999999731092,1.2125416159244065e-10,3.95033245890562e-11,-9.460441959861971e-10,-6.351637072151605e-10,3.93010556854929e-12,3.693354275010861e-12,3.6263672228999924e-10,1.766413509163105e-10,5.0,-5.0
0.29,0.8000000000097508,-0.9999999999733007,1.6287731111163807e-10,1.3085522406096557e-10,-1.2375884515873331e-09,-1.2519653343883845e-09,3.900201943478918e-12,3.66927242654207e-12,-5.1302629861106397e-11,-5.643076417318208e-11,5.0,-5.0
0.3,0.800000000010545,-0.9999999999730845,9.135755303577562e-11,-5.375423195435003e-12,-7.634929481270774e-10,-3.3119706663044905e-10,3.618134516933679e-12,3.3508337542589905e-12,-4.580775823269369e-11,-5.270415757124175e-11,5.0,-5.0
0.31,0.8000000000100047,-0.9999999999738786,-9.821037459736067e-10,-6.716333383925505e-10,6.522562683063595e-09,4.1972544135028925e-09,3.658345457681672e-12,3.396864139100789e-12,-4.692106202250359e-11,-5.370782676257955e-11,5.0,-5.0
0.32,0.800000000011573,-0.9999999999732349,4.24193747019128e-11,-5.5671440851746304e-11,-4.4570552697856104e-10,1.189170536998904e-11,3.7679145022974926e-12,3.5181214073235893e-12,3.649418084353645e-10,1.7683872235780727e-10,5.0,-5.0
0.33,0.8000000000124304,-0.9999999999730114,1.3484039725545076e-10,2.2368474764975164e-11,-1.0840841430787922e-09,-5.203157528601201e-10,3.837105255049498e-12,3.600336707165715e-12,-5.1095026003010286e-11,-5.7091079099765804e-11,5.0,-5.0
0.34,0.8000000000135328,-0.999999999972479,1.4017794960323876e-09,9.151493422822848e-10,-9.689705151180862e-09,-6.5811466532753274e-09,3.5160899015498785e-12,3.472931876068917e-12,-1.3320788465073435e-10,8.565216422628797e-11,5.0,-5.0
0.35,0.8000000000147977,-0.999999999971864,1.3902017177450964e-09,9.10491635583964e-10,-9.62847855300896e-09,-6.557966081566309e-09,3.9001806630364885e-12,3.674656566612914e-12,-5.151453189542779e-11,-5.7291929637077847e-11,5.0,-5.0
0.36,0.8000000000153464,-0.9999999999716745,7.7153967253305e-11,5.08363083735554e-12,-7.327679330278161e-10,-4.2137470178110113e-10,3.9722763247169516e-12,3.7576034825082866e-12,3.6377273663459963e-10,1.7663505072760047e-10,5.0,-5.0
0.37,0.8000000000159534,-0.9999999999715493,7.34278065603272e-11,2.6000810053882755e-11,-7.157930670045568e-10,-5.649156032039117e-10,3.9927249312939284e-12,3.78289431831807e-12,3.6428763381799706e-10,1.772427660983601e-10,5.0,-5.0
0.38,0.8000000000160972,-0.9999999999721825,1.3546834626931134e-09,9.204903113110134e-10,-9.405395120877417e-09,-6.6214119704848996e-09,4.0125995403175495e-12,3.80737512575205e-12,3.64718741136835e-10,1.7775872184741908e-10,5.0,-5.0
0.39,0.8000000000160638,-0.9999999999727675,4.743392246250283e-11,5.1079969783188376e-11,-5.410472109038381e-10,-7.18327645113207e-10,3.677992207412717e-12,3.4274393141300456e-12,-4.537351400325756e-11,-5.2533807994509537e-11,5.0,-5.0
0.4,0.8000000000158122,-0.9999999999735719,1.2735216436841245e-11,-2.24519886592327e-11,-3.0233400349004366e-10,-2.0875093232224214e-10,3.5903130384727e-12,3.5603473377302918e-12,-1.414596177472679e-10,7.593396504359774e-11,5.0,-5.0
0.41,0.8000000000145737,-0.9999999999748461,-1.09912327516665e-09,-7.557166997070634e-10,7.253611960297955e-09,4.780603320385128e-09,3.710400503606167e-12,3.4613513460580966e-12,-4.68934491522262e-11,-5.375230583944561e-11,5.0,-5.0
0.42,0.8000000000145452,-0.9999999999752357,-1.1529883051880835e-09,-8.00966243577656e-10,7.619237073631669e-09,5.092742165571398e-09,3.5982638074013668e-12,3.5710590116290537e-12,-1.423436355966978e-10,7.474320399460395e-11,5.0,-5.0
